Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:46543000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
46543000;1;15/02/1996;01/01/1900 07:00;73;"43,0";"44,9";"88,2";"33,8";"0,509";"2,61";;
46543000;2;19/10/1995;01/01/1900 07:00;72;"37,0";"39,4";"83,8";"33,8";"0,47";"2,48";;0
46543000;1;19/10/1995;01/01/1900 07:00;72;"37,0";"39,4";"83,8";"33,8";"0,47";"2,48";;
46543000;2;24/07/1995;01/01/1900 07:00;71;"34,0";"38,2";"82,0";"33,5";"0,466";"2,45";;0
46543000;1;24/07/1995;01/01/1900 07:00;71;"34,0";"38,2";"82,0";"33,5";"0,466";"2,45";;
46543000;2;28/04/1995;01/01/1900 07:00;69;"50,0";"47,0";"88,8";"34,0";"0,529";"2,61";;0
46543000;2;28/04/1995;01/01/1900 07:00;70;"50,0";"48,6";"89,7";"34,0";"0,542";"2,64";;0
46543000;1;28/04/1995;01/01/1900 07:00;69;"50,0";"47,0";"88,8";"34,0";"0,529";"2,61";;
46543000;1;28/04/1995;01/01/1900 07:00;70;"50,0";"48,6";"89,7";"34,0";"0,542";"2,64";;
46543000;2;03/11/1994;01/01/1900 07:00;68;"35,0";"37,2";"80,1";"33,4";"0,464";"2,4";;0
46543000;1;03/11/1994;01/01/1900 07:00;68;"35,0";"37,2";"80,1";"33,4";"0,464";"2,4";;
46543000;2;24/07/1994;01/01/1900 07:00;67;"38,0";"39,8";"85,25";"34,0";"0,467";"2,51";;0
46543000;1;24/07/1994;01/01/1900 07:00;67;"38,0";"39,8";"85,25";"34,0";"0,467";"2,51";;
46543000;2;01/06/1994;01/01/1900 07:00;66;"42,0";"44,4";"85,4";"34,0";"0,519";"2,51";;0
46543000;1;01/06/1994;01/01/1900 07:00;66;"42,0";"44,4";"85,4";"34,0";"0,519";"2,51";;
46543000;2;29/03/1994;01/01/1900 07:00;65;"55,0";"56,9";"88,2";"34,0";"0,645";"2,6";;0
46543000;1;29/03/1994;01/01/1900 07:00;65;"55,0";"56,9";"88,2";"34,0";"0,645";"2,6";;
46543000;2;03/11/1993;01/01/1900 07:00;64;"34,0";"37,4";"85,17";"34,3";"0,439";"2,48";;0
46543000;1;03/11/1993;01/01/1900 07:00;64;"34,0";"37,4";"85,17";"34,3";"0,439";"2,48";;
46543000;2;27/08/1993;01/01/1900 07:00;62;"35,0";"35,3";"81,7";"34,4";"0,433";"2,37";;0
46543000;2;27/08/1993;01/01/1900 07:00;63;"35,0";"35,4";"80,7";"34,4";"0,439";"2,35";;0
46543000;1;27/08/1993;01/01/1900 07:00;62;"35,0";"35,3";"81,7";"34,4";"0,433";"2,37";;
46543000;1;27/08/1993;01/01/1900 07:00;63;"35,0";"35,4";"80,7";"34,4";"0,439";"2,35";;
46543000;2;14/06/1993;01/01/1900 07:00;61;"39,0";"40,4";"83,3";"34,2";"0,484";"2,44";;0
46543000;1;14/06/1993;01/01/1900 07:00;61;"39,0";"40,4";"83,3";"34,2";"0,484";"2,44";;
46543000;2;29/03/1993;01/01/1900 07:00;60;"45,0";"47,8";"89,7";"34,7";"0,533";"2,59";;0
46543000;1;29/03/1993;01/01/1900 07:00;60;"45,0";"47,8";"89,7";"34,7";"0,533";"2,59";;
46543000;2;24/09/1992;01/01/1900 07:00;59;"40,0";"42,9";"84,4";"34,7";"0,508";"2,4";;0
46543000;1;24/09/1992;01/01/1900 07:00;59;"40,0";"42,9";"84,4";"34,7";"0,508";"2,4";;
46543000;2;26/05/1992;01/01/1900 07:00;58;"46,0";"49,3";"85,95";"34,4";"0,573";"2,5";;0
46543000;1;26/05/1992;01/01/1900 07:00;58;"46,0";"49,3";"85,95";"34,4";"0,573";"2,5";;
46543000;2;13/12/1991;01/01/1900 07:00;57;"54,0";"57,2";"87,39";"32,5";"0,654";"2,69";;0
46543000;1;13/12/1991;01/01/1900 07:00;57;"54,0";"57,2";"87,39";"32,5";"0,654";"2,69";;
46543000;2;25/03/1989;01/01/1900 07:00;56;"56,0";"62,2";"83,08";"34,5";"0,749";"2,41";;0
46543000;1;25/03/1989;01/01/1900 07:00;56;"56,0";"62,2";"83,08";"34,5";"0,749";"2,41";;
46543000;2;16/02/1989;01/01/1900 07:00;55;"58,0";"64,9";"86,96";"34,3";"0,746";"2,54";;0
46543000;1;16/02/1989;01/01/1900 07:00;55;"58,0";"64,9";"86,96";"34,3";"0,746";"2,54";;
46543000;2;15/03/1988;01/01/1900 07:00;54;"69,0";"76,9";"88,92";"35,0";"0,864";"2,54";;0
46543000;1;15/03/1988;01/01/1900 07:00;54;"69,0";"76,9";"88,92";"35,0";"0,864";"2,54";;
46543000;2;23/02/1988;01/01/1900 07:00;53;"54,0";"59,0";"82,98";"34,0";"0,712";"2,44";;0
46543000;1;23/02/1988;01/01/1900 07:00;53;"54,0";"59,0";"82,98";"34,0";"0,712";"2,44";;
46543000;2;13/10/1987;01/01/1900 07:00;52;"35,0";"40,9";"80,43";"33,8";"0,508";"2,38";;0
46543000;1;13/10/1987;01/01/1900 07:00;52;"35,0";"40,9";"80,43";"33,8";"0,508";"2,38";;
46543000;2;14/07/1987;01/01/1900 07:00;50;"34,0";"41,5";"80,82";"34,0";"0,514";"2,38";;0
46543000;2;14/07/1987;01/01/1900 07:00;51;"34,0";"41,6";"80,87";"34,0";"0,514";"2,38";;0
46543000;1;14/07/1987;01/01/1900 07:00;50;"34,0";"41,5";"80,82";"34,0";"0,514";"2,38";;
46543000;1;14/07/1987;01/01/1900 07:00;51;"34,0";"41,6";"80,87";"34,0";"0,514";"2,38";;
46543000;2;23/04/1987;01/01/1900 07:00;49;"45,0";"48,3";"82,56";"34,0";"0,585";"2,43";;0
46543000;1;23/04/1987;01/01/1900 07:00;49;"45,0";"48,3";"82,56";"34,0";"0,585";"2,43";;
46543000;2;16/01/1987;01/01/1900 07:00;48;"46,0";"50,1";"83,7";"34,0";"0,599";"2,46";;0
46543000;1;16/01/1987;01/01/1900 07:00;48;"46,0";"50,1";"83,7";"34,0";"0,599";"2,46";;
46543000;2;21/10/1986;01/01/1900 07:00;46;"47,0";"52,7";"85,19";"34,0";"0,612";"2,5";;0
46543000;2;21/10/1986;01/01/1900 07:00;47;"47,0";"52,2";"85,19";"34,0";"0,613";"2,5";;0
46543000;1;21/10/1986;01/01/1900 07:00;46;"47,0";"52,7";"85,19";"34,0";"0,612";"2,5";;
46543000;1;21/10/1986;01/01/1900 07:00;47;"47,0";"52,2";"85,19";"34,0";"0,613";"2,5";;
46543000;2;11/07/1986;01/01/1900 07:00;45;"38,0";"41,7";"80,79";"34,0";"0,516";"2,38";;0
46543000;1;11/07/1986;01/01/1900 07:00;45;"38,0";"41,7";"80,79";"34,0";"0,516";"2,38";;
46543000;2;24/04/1986;01/01/1900 07:00;43;"44,0";"47,8";"85,25";"34,0";"0,581";"2,42";;0
46543000;2;24/04/1986;01/01/1900 07:00;44;"44,0";"47,8";"82,25";"34,0";"0,581";"2,42";;0
46543000;1;24/04/1986;01/01/1900 07:00;43;"44,0";"47,8";"85,25";"34,0";"0,581";"2,42";;
46543000;1;24/04/1986;01/01/1900 07:00;44;"44,0";"47,8";"82,25";"34,0";"0,581";"2,42";;
46543000;2;16/01/1986;01/01/1900 07:00;42;"69,0";"78,6";"90,97";"34,0";"0,864";"2,68";;0
46543000;1;16/01/1986;01/01/1900 07:00;42;"69,0";"78,6";"90,97";"34,0";"0,864";"2,68";;
46543000;2;18/10/1985;01/01/1900 07:00;41;"46,0";"47,5";"85,52";"33,6";"0,555";"2,54";;0
46543000;1;18/10/1985;01/01/1900 07:00;41;"46,0";"47,5";"85,52";"33,6";"0,555";"2,54";;
46543000;2;17/07/1985;01/01/1900 07:00;40;"35,0";"40,5";"79,79";"33,8";"0,508";"2,36";;0
46543000;1;17/07/1985;01/01/1900 07:00;40;"35,0";"40,5";"79,79";"33,8";"0,508";"2,36";;
46543000;2;06/04/1985;01/01/1900 07:00;39;"48,0";"58,1";"79,19";"33,4";"0,734";"2,37";;0
46543000;1;06/04/1985;01/01/1900 07:00;39;"48,0";"58,1";"79,19";"33,4";"0,734";"2,37";;
46543000;2;15/01/1985;01/01/1900 07:00;38;"72,0";"77,8";"88,08";"33,8";"0,883";"2,6";;0
46543000;1;15/01/1985;01/01/1900 07:00;38;"72,0";"77,8";"88,08";"33,8";"0,883";"2,6";;
46543000;2;22/10/1984;01/01/1900 07:00;37;"37,0";"39,9";"77,24";"34,4";"0,517";"2,25";;0
46543000;1;22/10/1984;01/01/1900 07:00;37;"37,0";"39,9";"77,24";"34,4";"0,517";"2,25";;
46543000;2;14/07/1984;01/01/1900 07:00;36;"35,0";"38,4";"79,54";"34,2";"0,483";"2,32";;0
46543000;1;14/07/1984;01/01/1900 07:00;36;"35,0";"38,4";"79,54";"34,2";"0,483";"2,32";;
46543000;2;08/04/1984;01/01/1900 07:00;35;"70,0";"79,0";"84,56";"34,4";"0,934";"2,46";;0
46543000;1;08/04/1984;01/01/1900 07:00;35;"70,0";"79,0";"84,56";"34,4";"0,934";"2,46";;
46543000;2;13/01/1984;01/01/1900 07:00;34;"50,0";"57,1";"80,85";"34,0";"0,706";"2,38";;0
46543000;1;13/01/1984;01/01/1900 07:00;34;"50,0";"57,1";"80,85";"34,0";"0,706";"2,38";;
46543000;2;15/10/1983;01/01/1900 07:00;33;"36,0";"41,2";"81,16";"33,8";"0,508";"2,4";;0
46543000;1;15/10/1983;01/01/1900 07:00;33;"36,0";"41,2";"81,16";"33,8";"0,508";"2,4";;
46543000;2;15/07/1983;01/01/1900 07:00;32;"36,0";"41,4";"79,74";"33,9";"0,519";"2,35";;0
46543000;1;15/07/1983;01/01/1900 07:00;32;"36,0";"41,4";"79,74";"33,9";"0,519";"2,35";;
46543000;2;18/04/1983;01/01/1900 07:00;31;"49,0";"52,7";"82,6";"34,0";"0,638";"2,43";;0
46543000;1;18/04/1983;01/01/1900 07:00;31;"49,0";"52,7";"82,6";"34,0";"0,638";"2,43";;
46543000;2;18/01/1983;01/01/1900 07:00;30;"50,0";"55,1";"77,97";"33,4";"0,707";"2,33";;0
46543000;1;18/01/1983;01/01/1900 07:00;30;"50,0";"55,1";"77,97";"33,4";"0,707";"2,33";;
46543000;2;16/11/1982;01/01/1900 07:00;29;"43,0";"47,1";"80,26";"33,4";"0,587";"2,4";;0
46543000;1;16/11/1982;01/01/1900 07:00;29;"43,0";"47,1";"80,26";"33,4";"0,587";"2,4";;
46543000;2;18/06/1982;01/01/1900 07:00;28;"40,0";"48,4";"80,23";"34,8";"0,603";"2,31";;0
46543000;1;18/06/1982;01/01/1900 07:00;28;"40,0";"48,4";"80,23";"34,8";"0,603";"2,31";;
46543000;2;19/04/1982;01/01/1900 07:00;27;"58,0";"64,7";"86,35";"34,0";"0,749";"2,54";;0
46543000;1;19/04/1982;01/01/1900 07:00;27;"58,0";"64,7";"86,35";"34,0";"0,749";"2,54";;
46543000;2;15/02/1982;01/01/1900 07:00;26;"46,0";"53,7";"84,04";"34,5";"0,639";"2,44";;0
46543000;1;15/02/1982;01/01/1900 07:00;26;"46,0";"53,7";"84,04";"34,5";"0,639";"2,44";;
46543000;2;15/10/1981;01/01/1900 07:00;25;"44,0";"51,1";"85,63";"33,8";"0,597";"2,53";;0
46543000;1;15/10/1981;01/01/1900 07:00;25;"44,0";"51,1";"85,63";"33,8";"0,597";"2,53";;
46543000;2;17/06/1981;01/01/1900 07:00;24;"50,0";"56,6";"86,04";"34,0";"0,658";"2,53";;0
46543000;1;17/06/1981;01/01/1900 07:00;24;"50,0";"56,6";"86,04";"34,0";"0,658";"2,53";;
46543000;2;24/03/1981;01/01/1900 07:00;23;"70,0";"83,1";"93,69";"34,9";"0,887";"2,68";;0
46543000;1;24/03/1981;01/01/1900 07:00;23;"70,0";"83,1";"93,69";"34,9";"0,887";"2,68";;
46543000;2;23/01/1981;01/01/1900 07:00;22;"64,0";"73,4";"91,2";"32,3";"0,805";"2,82";;0
46543000;1;23/01/1981;01/01/1900 07:00;22;"64,0";"73,4";"91,2";"32,3";"0,805";"2,82";;
46543000;2;17/10/1980;01/01/1900 07:00;21;"44,0";"51,9";"85,14";"33,2";"0,61";"2,56";;0
46543000;1;17/10/1980;01/01/1900 07:00;21;"44,0";"51,9";"85,14";"33,2";"0,61";"2,56";;
46543000;2;26/07/1980;01/01/1900 07:00;20;"40,0";"44,2";"82,27";"33,1";"0,537";"2,49";;0
46543000;1;26/07/1980;01/01/1900 07:00;20;"40,0";"44,2";"82,27";"33,1";"0,537";"2,49";;
46543000;2;23/04/1980;01/01/1900 07:00;19;"53,0";"58,6";"84,38";"33,2";"0,694";"2,54";;0
46543000;1;23/04/1980;01/01/1900 07:00;19;"53,0";"58,6";"84,38";"33,2";"0,694";"2,54";;
46543000;2;21/11/1979;01/01/1900 07:00;18;"57,0";"64,3";"80,13";"33,3";"0,802";"2,41";;0
46543000;1;21/11/1979;01/01/1900 07:00;18;"57,0";"64,3";"80,13";"33,3";"0,802";"2,41";;
46543000;2;18/09/1979;01/01/1900 07:00;17;"38,0";"44,1";"81,61";"33,0";"0,54";"2,47";;0
46543000;1;18/09/1979;01/01/1900 07:00;17;"38,0";"44,1";"81,61";"33,0";"0,54";"2,47";;
46543000;2;22/07/1979;01/01/1900 07:00;16;"41,0";"45,8";"81,37";"33,2";"0,563";"2,45";;0
46543000;1;22/07/1979;01/01/1900 07:00;16;"41,0";"45,8";"81,37";"33,2";"0,563";"2,45";;
46543000;2;24/05/1979;01/01/1900 07:00;15;"46,0";"51,1";"84,63";"33,3";"0,604";"2,54";;0
46543000;1;24/05/1979;01/01/1900 07:00;15;"46,0";"51,1";"84,63";"33,3";"0,604";"2,54";;
46543000;2;14/04/1979;01/01/1900 07:00;14;"58,0";"71,5";"90,04";"34,5";"0,794";"2,61";;0
46543000;1;14/04/1979;01/01/1900 07:00;14;"58,0";"71,5";"90,04";"34,5";"0,794";"2,61";;
46543000;2;28/01/1979;01/01/1900 07:00;13;"60,0";"68,4";"80,86";"33,4";"0,846";"2,42";;0
46543000;1;28/01/1979;01/01/1900 07:00;13;"60,0";"68,4";"80,86";"33,4";"0,846";"2,42";;
46543000;2;20/10/1978;01/01/1900 07:00;12;"48,0";"52,5";"83,31";"33,5";"0,63";"2,49";;0
46543000;1;20/10/1978;01/01/1900 07:00;12;"48,0";"52,5";"83,31";"33,5";"0,63";"2,49";;
46543000;2;21/07/1978;01/01/1900 07:00;11;"40,0";"46,3";"79,22";"32,7";"0,584";"2,42";;0
46543000;1;21/07/1978;01/01/1900 07:00;11;"40,0";"46,3";"79,22";"32,7";"0,584";"2,42";;
46543000;2;24/04/1978;01/01/1900 07:00;10;"59,0";"64,9";"84,88";"33,9";"0,765";"2,5";;0
46543000;1;24/04/1978;01/01/1900 07:00;10;"59,0";"64,9";"84,88";"33,9";"0,765";"2,5";;
46543000;2;16/01/1978;01/01/1900 07:00;9;"58,0";"65,1";"72,24";"33,7";"0,901";"2,14";;0
46543000;1;16/01/1978;01/01/1900 07:00;9;"58,0";"65,1";"72,24";"33,7";"0,901";"2,14";;
46543000;2;24/11/1977;01/01/1900 07:00;8;"35,0";"41,7";"67,21";"34,4";"0,62";"1,95";;0
46543000;1;24/11/1977;01/01/1900 07:00;8;"35,0";"41,7";"67,21";"34,4";"0,62";"1,95";;
46543000;2;19/09/1977;01/01/1900 07:00;7;"24,0";"32,5";"65,72";"33,6";"0,495";"1,96";;0
46543000;1;19/09/1977;01/01/1900 07:00;7;"24,0";"32,5";"65,72";"33,6";"0,495";"1,96";;
46543000;2;25/07/1977;01/01/1900 07:00;6;"28,0";"35,1";"67,62";"32,7";"0,519";"2,07";;0
46543000;1;25/07/1977;01/01/1900 07:00;6;"28,0";"35,1";"67,62";"32,7";"0,519";"2,07";;
46543000;2;15/06/1977;01/01/1900 07:00;5;"31,0";"37,5";"64,43";"32,8";"0,582";"1,96";;0
46543000;1;15/06/1977;01/01/1900 07:00;5;"31,0";"37,5";"64,43";"32,8";"0,582";"1,96";;
46543000;2;20/05/1977;01/01/1900 07:00;4;"38,0";"45,6";"70,1";"33,8";"0,65";"2,07";;0
46543000;1;20/05/1977;01/01/1900 07:00;4;"38,0";"45,6";"70,1";"33,8";"0,65";"2,07";;
46543000;2;18/04/1977;01/01/1900 07:00;3;"32,0";"38,0";"66,91";"31,5";"0,568";"2,12";;0
46543000;1;18/04/1977;01/01/1900 07:00;3;"32,0";"38,0";"66,91";"31,5";"0,568";"2,12";;
46543000;2;18/03/1977;01/01/1900 07:00;2;"35,0";"38,2";"65,16";"33,3";"0,586";"1,96";;0
46543000;1;18/03/1977;01/01/1900 07:00;2;"35,0";"38,2";"65,16";"33,3";"0,586";"1,96";;
46543000;2;09/02/1977;01/01/1900 07:00;1;"56,0";"63,9";"75,77";"33,3";"0,843";"2,28";;0
46543000;1;09/02/1977;01/01/1900 07:00;1;"56,0";"63,9";"75,77";"33,3";"0,843";"2,28";;
